종목명,종목코드,구분1,구분2,단위,유동자산,비유동자산,자산총계,유동부채,비유동부채,부채총계,자본금,자본잉여금,이익잉여금,기타자본항목,자본총계,매출액,영업이익,당기순이익
뷰노,338220,제7기 3분기 [2020],K-IFRS,-,10582227742.0,2255725214.0,12837952956.0,12194192281.0,680146068.0,12874338349.0,897745000.0,23442326789.0,-25241964699.0,865507517.0,-36385393.0,739685001.0,-7064232026.0,-7284592717.0
씨이랩,189330,제11기 3분기 [2020],K-IFRS,-,3040033389.0,2211075995.0,5251109384.0,2774988057.0,925615515.0,3700603572.0,1143571000.0,1704907113.0,-1278702698.0,-19269603.0,1550505812.0,2493977045.0,-666195381.0,-799450309.0
오로스테크놀로지,322310,제18기 3분기 [2020],K-IFRS,-,21192216874.0,8528990571.0,29721207445.0,5471385617.0,2130035651.0,7601421268.0,3680961500.0,315657420.0,18168748009.0,-45580752.0,22119786177.0,14542340997.0,4012301005.0,3180352345.0
나노씨엠에스,247660,제18기 3분기 [2020],K-IFRS,-,12749494756.0,5918352006.0,18667846762.0,7062090458.0,1999756621.0,9061847079.0,1559293500.0,0.0,-3107878033.0,11154584216.0,9605999683.0,3955606601.0,483245767.0,955679386.0
네오이뮨텍,950220,제7기 3분기 [2020],K-IFRS,KRW (원),94799676644.0,14903487552.0,109703164196.0,6123669183.0,2622703264.0,8746372447.0,1942143.0,153642570463.0,-56690250062.0,4002529207.0,100956791751.0,0.0,-20517362576.0,-19720068815.0
프레스티지바이오로직스,334970,제6기 3분기 [2020],K-IFRS,-,15577889859.0,42687699626.0,58265589485.0,37949093185.0,3572571629.0,41521664814.0,17710635000.0,60859674122.0,-63653147736.0,1826763285.0,16743924671.0,0.0,-12737859292.0,-12698545670.0
싸이버원,356890,제16기 3분기 [2020],K-IFRS,-,7056036891.0,7128971619.0,14185008510.0,1965533994.0,41857307.0,2007391301.0,2000000000.0,0.0,11807734276.0,-1630117067.0,12177617209.0,14536156341.0,1431792286.0,1275097504.0
엔비티,236810,제9기 반기 [2020],K-IFRS,-,14220621309.0,12999961937.0,27220583246.0,8623048053.0,744444577.0,9367492630.0,186449700.0,25886969828.0,-8202049772.0,-18279140.0,17853090616.0,19254657244.0,-1515968807.0,725790985.0
선진뷰티사이언스,086710,제33기 3분기 [2020],K-IFRS,-,34107699326.0,55333258111.0,89440957437.0,27581967600.0,28828311454.0,56410279054.0,2417800000.0,2078853580.0,26827896402.0,15433298.0,31339983280.0,35724708021.0,3617433535.0,2880283087.0
씨앤투스성진,352700,제18기 3분기 [2020],K-IFRS,-,63948646874.0,41632923099.0,105581569973.0,28327142170.0,7996912566.0,36324054736.0,3795835000.0,44835367640.0,29761560456.0,-9135247859.0,69257515237.0,116106893223.0,54936597155.0,22930581601.0
솔루엠,248070,제6기 3분기 [2020],K-IFRS,-,406036320434.0,112632162187.0,518668482621.0,381200578562.0,21708405600.0,402908984162.0,19966110000.0,45529652771.0,51697599804.0,-1433864116.0,115759498459.0,812097884190.0,45766308817.0,33957246969.0
핑거,163730,제21기 3분기말 [2020],K-IFRS,-,22426917538.0,10995072195.0,33421989733.0,7594297591.0,7528151687.0,15122449278.0,3900007000.0,9556174865.0,4596075341.0,247283249.0,18299540455.0,42254193080.0,2784379279.0,3995353563.0
모비릭스,348030,제14기 반기 [2020],K-IFRS,KRW (원),21159982177.0,12560954903.0,33720937080.0,2581717668.0,869963714.0,3451681382.0,742500000.0,10197059430.0,8972501317.0,10357194951.0,30269255698.0,21315972219.0,2682243192.0,2520452969.0
레인보우로보틱스,277810,제10기 3분기 [2020],K-IFRS,-,6876454292.0,5340436290.0,12216890582.0,3768252250.0,1228864183.0,4997116433.0,6427500000.0,0.0,-5422904730.0,6215178879.0,7219774149.0,3801754116.0,-838185670.0,-778378673.0
와이더플래닛,321820,제11기 3분기 [2020],K-IFRS,-,4357164887.0,3948612839.0,8305777726.0,7392081871.0,2146807711.0,9538889582.0,2866641000.0,9211380090.0,-13631690692.0,320557746.0,-1233111856.0,21601677207.0,-3581862780.0,-3670465811.0
프레스티지바이오파마,950210,제5기 [2020],K-IFRS,KRW (천원),49811379.0,110286707.0,160098086.0,8476816.0,13821811.0,22298627.0,152779419.0,0.0,-21890737.0,6910778.0,137799460.0,0.0,-10873118.0,-14996866.0
아이퀘스트,262840,제25기 3분기 [2020],K-IFRS,-,17933534126.0,6375527379.0,24309061505.0,3999146019.0,1839945732.0,5839091751.0,980000000.0,1047892225.0,20877672354.0,-4435594825.0,18469969754.0,10502220195.0,3228057619.0,3557803597.0
피엔에이치테크,239890,제12기 3분기 [2020],K-IFRS,-,9771749949.0,8226969414.0,17998719363.0,8564476091.0,2621251444.0,11185727535.0,1997688000.0,27007593267.0,-21820028925.0,-372260514.0,6812991828.0,5519929239.0,-1134095102.0,-4936177376.0
티엘비,356860,제10기 3분기 [2020],K-IFRS,-,38352050780.0,47221557946.0,85573608726.0,30054619791.0,19702389338.0,49757009129.0,2000000000.0,0.0,33812656957.0,3942640.0,35816599597.0,142451317497.0,13426110769.0,10942238927.0
이에스알켄달스퀘어리츠,365550,제2기 반기 [2020.08],K-IFRS,KRW (원),4183040644.0,0.0,4183040644.0,7724000.0,0.0,7724000.0,900000000.0,3592289000.0,-316972356.0,0.0,4175316644.0,0.0,-195317350.0,-191838623.0
에프앤가이드,064850,제21기 3분기 [2020],K-IFRS,-,11956579553.0,38632113449.0,50588693002.0,6363385028.0,8300895652.0,14664280680.0,5500000000.0,18706202675.0,14878020306.0,-3159810659.0,35924412322.0,15627949081.0,3501449403.0,2903704850.0
알체라,347860,제5기 반기 [2020],K-IFRS,KRW (원),9783585911.0,1124285337.0,10907871248.0,739574206.0,306397998.0,1045972204.0,5654397000.0,22913530037.0,-19446941242.0,740913249.0,9861899044.0,1379541460.0,-2581797636.0,-1909334845.0
지놈앤컴퍼니,314130,제6기 반기 [2020],K-IFRS,-,30747727876.0,3790703730.0,34538431606.0,24314623730.0,4576038311.0,28890662041.0,4649179000.0,87157633597.0,-119926760751.0,-5798708.0,-28125746862.0,52631580.0,-10590670659.0,578563588.0
프리시젼바이오,335810,제12기 3분기,K-IFRS,-,12486348672.0,7983218757.0,20469567429.0,888617792.0,1086613478.0,1975231270.0,4849423000.0,30249157236.0,-16615929739.0,11685662.0,18494336159.0,3603687735.0,-2323506290.0,-5318262520.0
석경에이티,357550,제21기 3분기 [2020],K-IFRS,-,8100518421.0,11272205017.0,19372723438.0,6440931381.0,2021311687.0,8462243068.0,2212500000.0,819340188.0,7871789164.0,6851018.0,10910480370.0,4666230391.0,961770097.0,855846878.0
네패스아크,330860,제2기 반기 [2020],K-IFRS,-,11860309670.0,146424263646.0,158284573316.0,16618893403.0,109137363617.0,125756257020.0,3142857500.0,23848155842.0,5537302954.0,0.0,32528316296.0,36149526285.0,7422357873.0,888435070.0
고바이오랩,348150,제7기 반기 [2020],K-IFRS,KRW (원),26577142033.0,4193523801.0,30770665834.0,2737712873.0,97030419.0,2834743292.0,6677883000.0,125444351044.0,-103591362874.0,-594948628.0,27935922542.0,626634194.0,-5883016882.0,-46992569579.0
에이플러스에셋어드바이저,244920,제14기 반기 [2020],K-IFRS,KRW (원),96829059760.0,134635529101.0,231464588861.0,60650167028.0,78060960600.0,138711127628.0,10730769500.0,18353648767.0,45523594035.0,18145448931.0,92753461233.0,139606055553.0,12017792250.0,9926864433.0
티앤엘,340570,제23기 반기 [2020],K-IFRS,KRW (원),14314709178.0,30680492090.0,44995201268.0,3978606997.0,4013289128.0,7991896125.0,2020000000.0,1692726000.0,33175532594.0,115046549.0,37003305143.0,18332812143.0,4390989459.0,3904326134.0
하나기술,299030,제18기 반기 [2020],K-IFRS,-,53390964088.0,58520110807.0,111911074895.0,56277704590.0,35661508487.0,91939213077.0,1205266500.0,1136888130.0,12871445530.0,4758261658.0,19971861818.0,55092903425.0,4551023610.0,3495749052.0
제일전기공업,199820,제41기 반기 [2020],K-IFRS,-,61747175782.0,49232683812.0,110979859594.0,36685902116.0,708601869.0,37394503985.0,4800000000.0,0.0,68785355609.0,0.0,73585355609.0,77852155628.0,11585204880.0,10058604977.0
엔에프씨,265740,제 9기 반기 [2020],K-IFRS,-,18895377114.0,43540125038.0,62435502152.0,18273384915.0,21600311915.0,39873696830.0,663000000.0,53651107.0,21860129463.0,-14975248.0,22561805322.0,16969164047.0,3020983204.0,2436958933.0
포인트모바일,318020,제15기 반기 [2020],K-IFRS,KRW (원),42042577711.0,20255466523.0,62298044234.0,18057554946.0,3925681443.0,21983236389.0,520695000.0,7262194640.0,33208237353.0,-676319138.0,40314807855.0,28951897970.0,4016494648.0,3100687242.0
앱코,129890,제20기 반기 [2020],K-IFRS,-,56696662985.0,20675333679.0,77371996664.0,37125821054.0,16682363753.0,53808184807.0,3820290000.0,1281160000.0,17950547759.0,511814098.0,23563811857.0,73994012671.0,12818970491.0,10026431807.0
클리노믹스,352770,제10기 반기 [2020],K-IFRS,KRW (원),11901306848.0,9917097637.0,21818404485.0,1637521531.0,1678785092.0,3316306623.0,1117364900.0,34345899534.0,-17159203046.0,198036474.0,18502097862.0,6973715142.0,-5765827798.0,-6724218652.0
엔젠바이오,354200,제6기 반기 [2020],K-IFRS,-,12977811061.0,6481997335.0,19459808396.0,8381171428.0,3752423971.0,12133595399.0,9102119000.0,17749443449.0,-19739005872.0,213656420.0,7326212997.0,666983147.0,-2864929828.0,-4977869268.0
명신산업,950982,제39기 반기 [2020],K-IFRS,-,220940842605.0,180517522721.0,401458365326.0,218720748609.0,58667148620.0,277387897229.0,11922105000.0,55420389177.0,82937858806.0,-26209884886.0,124070468097.0,354760905712.0,22761536270.0,11889601165.0
인바이오,352940,제24기 3분기 [2020],K-IFRS,KRW (원),45591770549.0,16889147911.0,62480918460.0,27590024102.0,959491701.0,28549515803.0,4202750000.0,30699634368.0,-1417267145.0,446285434.0,33931402657.0,26775491423.0,3265028024.0,1979806606.0
퀀타매트릭스,317690,제11기 반기 [2020],K-IFRS,-,22240845242.0,5510220244.0,27751065486.0,2311753978.0,2455404589.0,4767158567.0,6441162000.0,133386312648.0,-116844729826.0,1162097.0,22983906919.0,1407810769.0,-7252056257.0,-7233190003.0
티엘비,356860,제10기 3분기 [2020],K-IFRS,-,38352050780.0,47221557946.0,85573608726.0,30054619791.0,19702389338.0,49757009129.0,2000000000.0,0.0,33812656957.0,3942640.0,35816599597.0,142451317497.0,13426110769.0,10942238927.0
이에스알켄달스퀘어리츠,365550,제2기 반기 [2020.08],K-IFRS,KRW (원),4183040644.0,0.0,4183040644.0,7724000.0,0.0,7724000.0,900000000.0,3592289000.0,-316972356.0,0.0,4175316644.0,0.0,-195317350.0,-191838623.0
미코바이오메드,214610,제12기 반기 [2020],K-IFRS,-,33969562360.0,10124616859.0,44094179219.0,45498852297.0,6397636819.0,51896489116.0,7074688000.0,51845120305.0,-66600859604.0,-121258598.0,-7802309897.0,21685370455.0,2366099126.0,-15294578193.0
바이브컴퍼니,301300,제21기 반기 [2020],K-IFRS,KRW (원),8530687433.0,22999486932.0,31530174365.0,10623813104.0,7779268263.0,18403081367.0,2362335000.0,11770797136.0,-5290749856.0,4284710718.0,13127092998.0,7995737809.0,-1644957065.0,-1932465778.0
센코,347000,제16기 반기 [2020],K-IFRS,-,12454948474.0,8131370385.0,20586318859.0,4414381797.0,4993688268.0,9408070065.0,3198642000.0,16256275484.0,-8276668690.0,0.0,11178248794.0,6071501917.0,-1447339818.0,-1340255340.0
위드텍,348350,제18기 반기 [2020],K-IFRS,-,64131267423.0,21356693367.0,85487960790.0,28294515417.0,190513191.0,28485028608.0,2000000000.0,3074812490.0,51845474004.0,82645688.0,57002932182.0,22851103829.0,2676249129.0,3479292692.0
소룩스,290690,제25기 반기 [2020],K-IFRS,KRW (원),20221366202.0,26099030922.0,46320397124.0,18679870257.0,4351703251.0,23031573508.0,647916000.0,2175813600.0,20543161129.0,-78067113.0,23288823616.0,24138003507.0,1271984130.0,1094439331.0
교촌에프앤비,339770,제22기 반기 [2020],K-IFRS,KRW (원),47170322827.0,122944683999.0,170115006826.0,54096905670.0,29652578861.0,83749484531.0,10549150000.0,6711732851.0,74205611863.0,-5100972419.0,86365522295.0,215550906243.0,15321841368.0,5393043158.0
압타머사이언스,291650,제 10기 반기 [2020],K-IFRS,KRW (원),5823779568.0,709292896.0,6533072464.0,426589259.0,1020431197.0,1447020456.0,3793563000.0,33279008589.0,-31986519581.0,0.0,5086052008.0,76405050.0,-2019987971.0,-2020843538.0
비비씨,318410,제13기 반기 [2020],K-IFRS,-,28261788906.0,26198944911.0,54460733817.0,17688190583.0,4268756309.0,21956946892.0,2190055000.0,22196825465.0,8182571382.0,-65664922.0,32503786925.0,17360435368.0,4938397387.0,4232572949.0
핌스,347770,제5기 반기 [2020],K-IFRS,-,22815744983.0,12906771352.0,35722516335.0,13169222221.0,2315915796.0,15485138017.0,2906156000.0,3236181200.0,12770281556.0,1324759562.0,20237378318.0,23706316157.0,4551767565.0,4275496761.0
박셀바이오,323990,제11기 반기 [2020],K-IFRS,-,6590120501.0,1537443872.0,8127564373.0,442618093.0,534195197.0,976813290.0,3254142500.0,23054474085.0,-19358087179.0,200221677.0,7150751083.0,0.0,-2045678588.0,-2028726422.0
비나텍,126340,제22기 반기 [2020],K-IFRS,-,31669729335.0,31468583290.0,63138312625.0,25429871212.0,14160970626.0,39590841838.0,2300653000.0,13294218130.0,8569714339.0,-617114682.0,23547470787.0,23710325934.0,4163414051.0,4762231101.0
원방테크,053080,제32기 반기 [2020],K-IFRS,KRW (원),131261969433.0,107412145248.0,238674114681.0,74946339767.0,50496886679.0,125443226446.0,1945456000.0,12483900190.0,118645219518.0,-19843687483.0,113230888225.0,186441905151.0,16291675112.0,11320769091.0
넥스틴,348210,제11기 반기 [2020],K-IFRS,-,17237474834.0,5873387798.0,23110862632.0,11448518947.0,2507963890.0,13956482837.0,1402280000.0,19186109089.0,-11579227125.0,145217831.0,9154379795.0,13713755603.0,2529464161.0,2105993309.0
피플바이오,304840,제20기 반기 [2020],K-IFRS,KRW (원),2365420334.0,728162895.0,3093583229.0,498103547.0,1342356661.0,1840460208.0,2494735000.0,25909330289.0,-29780892268.0,2629950000.0,1253123021.0,285760000.0,-1856058435.0,-1774703684.0
빅히트엔터테인먼트,352820,제16기 반기 [2020],K-IFRS,KRW (천원),367787924.0,452872695.0,820660619.0,229964391.0,388652140.0,618616531.0,13358096.0,198577702.0,-9802387.0,-89323.0,202044088.0,293995796.0,49754830.0,33169756.0
셀레믹스,331920,제11기 1분기 [2020],K-IFRS,KRW (원),3225514112.0,2542491806.0,5768005918.0,1288945388.0,590897513.0,1879842901.0,3222241500.0,35682010216.0,-35206352967.0,190264268.0,3888163017.0,954454556.0,-1355055467.0,-1307403584.0
아이디피,332370,제16기 1분기 [2020],K-IFRS,-,22754371210.0,4966264186.0,27720635396.0,2850988883.0,449414497.0,3300403380.0,2659431500.0,2316485416.0,19469076128.0,-24761028.0,24420232016.0,5098838277.0,635421879.0,953158905.0
피엔케이피부임상연구센타,347740,제11기 1분기 [2020],K-IFRS,-,25828581192.0,4049778480.0,29878359672.0,2608999362.0,812650886.0,3421650248.0,650240000.0,0.0,24073335334.0,1733134090.0,26456709424.0,3894793546.0,2238644652.0,1959651516.0
카카오게임즈,293490,제8기 반기 [2020],K-IFRS,-,272652082702.0,448809716437.0,721461799139.0,148001564262.0,74011393182.0,222012957444.0,5720473100.0,357915088351.0,126029132231.0,9784148013.0,499448841695.0,202954279341.0,28735476116.0,27807203725.0
이오플로우,294090,제 10기 1분기 [2020],K-IFRS,KRW (원),3172127583.0,4099759398.0,7271886981.0,1145132220.0,5328945832.0,6474078052.0,934464000.0,53926741359.0,-54730046470.0,666650040.0,797808929.0,0.0,-2782521501.0,-2593643257.0
이지스레지던스리츠,350520,제1기 (2020.02.03~2020.06.30),K-IFRS,KRW (원),13486094713.0,0.0,13486094713.0,0.0,0.0,0.0,2700000000.0,10786446000.0,-351287.0,0.0,13486094713.0,0.0,-394699.0,-351287.0
에이프로,262260,제21기 1분기 [2020],K-IFRS,-,48668106464.0,9216185277.0,57884291741.0,32334028590.0,954011383.0,33288039973.0,2468499500.0,9083689050.0,5425811882.0,7618251336.0,24596251768.0,16657084545.0,2191351989.0,2273414177.0
티에스아이,277880,제10기 1분기 [2020],K-IFRS,KRW (원),42854095717.0,17440019642.0,60294115359.0,28402210851.0,6597033739.0,34999244590.0,3894882500.0,31620476989.0,-11839904768.0,1619416048.0,25294870769.0,8064278218.0,489983358.0,815584531.0
솔트룩스,304100,제40기 1분기 [2020],K-IFRS,-,26322420040.0,12295248289.0,38617668329.0,1457537561.0,547122273.0,2004659834.0,2129507500.0,37138824994.0,-3351142655.0,676084065.0,36593273904.0,1336388765.0,-2435760639.0,-2238878013.0
더네이쳐홀딩스,298540,제17기 1분기 [2020],K-IFRS,-,100086463694.0,32344825614.0,132431289308.0,42387579087.0,7063677760.0,49451256847.0,3091190500.0,45031761719.0,34533924324.0,323155918.0,82980032461.0,49935483053.0,8127498927.0,7324135272.0
제놀루션,225220,제15기 1분기 [2020],K-IFRS,KRW (원),7677851519.0,10623868095.0,18301719614.0,10416208569.0,4213536876.0,14629745445.0,1620792000.0,8650401532.0,-6599219363.0,0.0,3671974169.0,3301702672.0,737161437.0,-1079249933.0
미래에셋맵스제1호리츠,357250,제1기 [‘19.12.12~‘20.04.30],K-IFRS,-,19449521401.0,293148851370.0,312598372771.0,87904369520.0,197331700391.0,285236069911.0,5700000000.0,21917640000.0,-255337140.0,0.0,27362302860.0,1187368283.0,737219189.0,-255337140.0
엠투아이코퍼레이션,347890,제22기 1분기 [2020],K-IFRS,KRW (천원),24522482.0,19496324.0,44018806.0,3825248.0,2361440.0,6186688.0,750000.0,0.0,36707849.0,374270.0,37832119.0,7834139.0,3173460.0,2686461.0
이엔드디,101360,제17기 1분기 [2020],K-IFRS,KRW (원),31205441628.0,14756981039.0,45962422667.0,30428324342.0,2067218031.0,32495542373.0,3410335000.0,2945125359.0,7452236307.0,-340816372.0,13466880294.0,25308128772.0,5485043299.0,2971894193.0
와이팜,332570,제15기 1분기 [2020],K-IFRS,KRW (원),44855751088.0,11236692173.0,56092443261.0,7125109184.0,1941124023.0,9066233207.0,16713610000.0,20301401779.0,8098366930.0,1912831345.0,47026210054.0,11073619873.0,-621477876.0,257514763.0
제이알글로벌리츠,348950,제2기 [‘20.02.01~‘20.06.22],K-IFRS,KRW (원),340702298053.0,0.0,340702298053.0,82657080.0,0.0,82657080.0,68600000000.0,272133167950.0,-113526977.0,0.0,340619640973.0,0.0,-99571760.0,-99507497.0
이루다,164060,제15기 1분기 [2020],K-IFRS,KRW (원),17409766172.0,11095954881.0,28505721053.0,10226411201.0,3170894743.0,13397305944.0,2910000000.0,2163805306.0,9790110620.0,244499183.0,15108415109.0,5140929992.0,701387081.0,801854175.0
한국파마,032300,제36기 1분기 [2020],K-IFRS,KRW (원),39834705114.0,26166194186.0,66000899300.0,32351637190.0,6583633723.0,38935270913.0,4392705500.0,692312820.0,17224726749.0,4755883318.0,27065628387.0,16606611094.0,1185680424.0,741786609.0
영림원소프트랩,060850,제28기 1분기 [2020],K-IFRS,-,22268744496.0,9817039147.0,32085783643.0,10264749789.0,10225276233.0,20490026022.0,3190000000.0,897867904.0,7471825997.0,36063720.0,11595757621.0,10786474236.0,1487177220.0,1679093288.0
미투젠,951211,제 5기 1분기 [2020],K-IFRS,KRW (원),62977189251.0,5241384943.0,68218574194.0,31187705245.0,2794924114.0,33982629359.0,6307976600.0,0.0,31330155943.0,-3402187708.0,34235944835.0,27732814794.0,11809585837.0,9481754383.0
브랜드엑스코퍼레이션,337930,제4기 1분기 [2020],K-IFRS,KRW (원),34201527896.0,11878899081.0,46080426977.0,13014183743.0,16192648665.0,29206832408.0,100000000.0,1927478281.0,13465703393.0,1380412895.0,16873594569.0,25661505577.0,3317782722.0,2001405588.0
에스씨엠생명과학,298060,제 7기 1분기 [2020],K-IFRS,-,19200466341.0,16987795598.0,36188261939.0,14418492690.0,6697933239.0,21116425929.0,4586323000.0,104373845776.0,-94581766871.0,693434105.0,15071836010.0,11078709.0,-2852072689.0,-2637587806.0
엘이티,297890,제 20기 1분기 [2020],K-IFRS,-,34669237686.0,14457536644.0,49126774330.0,2791658119.0,16017982184.0,18809640303.0,2423270000.0,8749199255.0,35409536407.0,-16264871635.0,30317134027.0,4118893350.0,-10800075.0,-5273518.0
젠큐릭스,229000,제 10기 1분기 [2020],K-IFRS,KRW (),5061432587.0,1014304628.0,6075737215.0,8322446747.0,441102152.0,8763548899.0,2696363000.0,33884221008.0,-41556695084.0,2288299392.0,-2687811684.0,221133241.0,-1498581367.0,-2901415156.0
이지스밸류플러스리츠,334890,제1기 [2019.10.31],K-IFRS,KRW (원),1501808677.0,0.0,1501808677.0,141918.0,0.0,141918.0,300000000.0,1200000000.0,1666759.0,0.0,1501666759.0,0.0,-141918.0,1666759.0
마크로밀엠브레인,169330,제 22기 3분기 [2020.03.31],K-IFRS,-,14165853271.0,10913041914.0,25078895185.0,7154276363.0,4555619763.0,11709896126.0,3763769500.0,40419380.0,9549900644.0,14909535.0,13368999059.0,32614660282.0,5342680932.0,4160232247.0
에스케이바이오팜,326030,제 9기 [2019],K-IFRS,-,98680712282.0,40392422972.0,139073135254.0,145640745107.0,6457652570.0,152098397677.0,32500000000.0,446039537475.0,-498947611145.0,7382811247.0,-13025262423.0,123852416023.0,-79258736469.0,-71519466822.0
위더스제약,330350,제16기 3분기 [2020년 3월말],K-IFRS,KRW (),59570540000.0,26863740000.0,86434280000.0,22630260000.0,5964615000.0,28594875000.0,1550000000.0,0.0,56165247000.0,124157000.0,57839404000.0,38207533000.0,6734650000.0,5281582000.0
소마젠,951244,제 16기 [2019],K-IFRS,KRW (원),10986213686.0,17288128348.0,28274342034.0,43764903679.0,3403043967.0,47167947646.0,1441606883.0,11092280902.0,-31808870401.0,381377004.0,-18893605612.0,19951558098.0,-4824814263.0,-22911512005.0
신도기연,290520,제 21기 1분기 [2020],K-IFRS,-,40005182150.0,29901438561.0,69906620711.0,12583866014.0,6330411137.0,18914277151.0,3361140000.0,5006586841.0,43288225119.0,-663608400.0,50992343560.0,8207231147.0,9942427.0,3556909615.0
이지스레지던스리츠,350520,제1기 (2020.02.03~2020.06.30),K-IFRS,KRW (원),13486094713.0,0.0,13486094713.0,0.0,0.0,0.0,2700000000.0,10786446000.0,-351287.0,0.0,13486094713.0,0.0,-394699.0,-351287.0
드림씨아이에스,223250,제 20기 [2019],K-IFRS,KRW (원),22882521868.0,2138027307.0,25020549175.0,13603801147.0,667970836.0,14271771983.0,2011860000.0,366527610.0,8249588677.0,120800905.0,10748777192.0,22108907456.0,4335671709.0,4150870541.0
서남,294630,제 16기 3분기 [2019],K-IFRS,-,6311779983.0,5225922162.0,11537702145.0,1941133977.0,1913041001.0,3854174978.0,8380080000.0,43571632478.0,-45076634541.0,808449230.0,7683527167.0,862165281.0,-2552549441.0,-2501845895.0
레몬,294140,제 8기 3분기 [2019],K-IFRS,-,27018784687.0,38220553013.0,65239337700.0,44062697678.0,123799373.0,44186497051.0,15200000000.0,21279604600.0,-17611684351.0,2184920400.0,21052840649.0,37498936328.0,6641705735.0,7163376505.0
켄코아에어로스페이스,274090,제 7기 3분기 [2019],K-IFRS,-,38268481188.0,40740893310.0,79009374498.0,14737440216.0,25238727319.0,39976167535.0,4571242000.0,54391930827.0,-22446160651.0,2516194787.0,39033206963.0,34734675846.0,1735834354.0,-7135590009.0
제이앤티씨,204270,제 24기 3분기 [2019],K-IFRS,KRW (원),157278683573.0,265060901957.0,422339585530.0,127321898650.0,49729910904.0,177051809554.0,25924233000.0,46750270308.0,168745579470.0,3867693198.0,245287775976.0,224901706090.0,32626056531.0,37013933125.0
서울바이오시스,092190,제 18기 3분기 [2019],K-IFRS,KRW (원),109376337103.0,446056531324.0,555432868427.0,258286784545.0,134889417434.0,393176201979.0,18081826500.0,88189201985.0,52516322334.0,3469315629.0,162256666448.0,259091660913.0,3216201907.0,2505289715.0
플레이디,237820,제 10기 3분기 [2019],K-IFRS,-,64730684507.0,22574117909.0,87304802416.0,39767826713.0,8272942658.0,48040769371.0,4513570000.0,0.0,23708433045.0,11042030000.0,39264033045.0,29937726967.0,6949625367.0,5103451704.0
엔피디,198080,제 10기 3분기 [2019],K-IFRS,-,104191647840.0,80699628356.0,184891276196.0,85388852182.0,52689634963.0,138078487145.0,6900000000.0,10408364518.0,34519309349.0,-5014884816.0,46812789051.0,236896055152.0,20590925863.0,14048029144.0
위세아이텍,065370,제 30기 3분기 [2019],K-IFRS,-,6288973396.0,8964448838.0,15253422234.0,4659536999.0,1869427181.0,6528964180.0,1700000000.0,0.0,6916771123.0,107686931.0,8724458054.0,12680273993.0,372156877.0,326740569.0
신테카바이오,226330,제 11기 3분기말 [2019],K-IFRS,-,27885810830.0,2354505764.0,30240316594.0,586697401.0,1100146376.0,1686843777.0,5753438000.0,52175518328.0,-30162605534.0,787122023.0,28553472817.0,327731222.0,-3695727401.0,-21584254297.0
메드팩토,235980,제 7기 3분기 [2019],K-IFRS,-,20884874416.0,4031136195.0,24916010611.0,1885313328.0,663583717.0,2548897045.0,4280710500.0,81078839660.0,-62995222995.0,2786401.0,22367113566.0,0.0,-10819917721.0,-10826659503.0
브릿지바이오테라퓨틱스,288330,제 5기 반기 [2019],K-IFRS,-,27311416249.0,3936323284.0,31247739533.0,39966063421.0,43566810982.0,83532874403.0,1031298500.0,4925230897.0,-59654516761.0,1412852494.0,-52285134870.0,0.0,-11848308518.0,-7051754437.0
메탈라이프,327260,제13기 3분기 [2019],K-IFRS,-,13655012240.0,7489773246.0,21144785486.0,3613208744.0,741185627.0,4354394371.0,1372144000.0,3199708373.0,12142901580.0,75637162.0,16790391115.0,13045678323.0,1865119406.0,1677938746.0
피피아이,062970,제 21기 반기 [2019],K-IFRS,KRW (원),26052121555.0,11558944248.0,37611065803.0,17944412982.0,4313821660.0,22258234642.0,4139092500.0,0.0,10992684661.0,221054000.0,15352831161.0,30790985572.0,2133902913.0,2268017945.0
천랩,311690,제 11기 3분기 [2019],K-IFRS,-,15390838063.0,2190033748.0,17580871811.0,1888882238.0,664821241.0,2553703479.0,1683024000.0,15232945019.0,-3124942838.0,1236142151.0,15027168332.0,3507187594.0,-3381219178.0,-3248280165.0
에스제이그룹,306040,제 12기 반기 [2019],K-IFRS,-,36398659308.0,11902105957.0,48300765265.0,14561668961.0,3683959421.0,18245628382.0,1225000000.0,14268083099.0,14591759761.0,-29705977.0,30055136883.0,52520076245.0,6708888261.0,5389815988.0
씨에스베어링,297090,제 13기 반기 [2019],K-IFRS,-,31725127595.0,38027398574.0,69752526169.0,35349122767.0,3224617223.0,38573739990.0,3980000000.0,34050165300.0,-494762512.0,-6356616609.0,31178786179.0,47069514969.0,4888037782.0,3458893224.0
코리아에셋투자증권,190650,제 21기 1분기 [2019.06],K-IFRS,-,1920350416749.0,0.0,1920350416749.0,1868923304726.0,0.0,1868923304726.0,23700000000.0,0.0,33254372611.0,-5527260588.0,51427112023.0,49045431460.0,4625762958.0,3419727827.0
현대에너지솔루션,322000,제 4기 반기 [2019],K-IFRS,-,219400683176.0,100522737998.0,319923421174.0,67121114639.0,5449895959.0,72571010598.0,40000000000.0,64929410653.0,142422999923.0,0.0,247352410576.0,195507417327.0,10367268149.0,9864408808.0
티움바이오,321550,제 4기 반기 [2019],K-IFRS,-,64150350413.0,3488878751.0,67639229164.0,1244638730.0,6590630.0,1251229360.0,10307463000.0,80244198217.0,-25276401785.0,1112740372.0,66387999804.0,1000000000.0,-3036048479.0,-2710742306.0
